,Unnamed: 0,Unnamed: 0.1,Post_ID,Comment,Likes,Comment_ID,Commenter_ID,created_time,keys
142,142,143,105314739733_10154474261474734,"Congratulations, Cooper!",1,10154474261474734_10154479334259734,1.02086e+16,2016-07-02T16:00:00+0000,105314739733
143,143,144,105314739733_10154474261474734,Hell yea Coop! Killing it!,1,10154474261474734_10154478961814734,1.01541e+16,2016-07-02T16:00:00+0000,105314739733
144,144,145,105314739733_10154474261474734,MPs lead the way!,1,10154474261474734_10154479326319734,1.02084e+16,2016-07-02T16:00:00+0000,105314739733
145,145,146,105314739733_10154474261474734,Congrats!!,1,10154474261474734_10154477480859734,1.02062e+16,2016-07-02T16:00:00+0000,105314739733
146,146,147,105314739733_10154474261474734,Alright Coop!,1,10154474261474734_10154479711164734,1.37417e+15,2016-07-02T16:00:00+0000,105314739733
147,147,148,105314739733_10154474261474734,Congratulations!!!!!,1,10154474261474734_10154477736659734,1.36446e+15,2016-07-02T16:00:00+0000,105314739733
148,148,149,105314739733_10154474261474734,Medical training!,1,10154474261474734_10154479299589734,1.01535e+16,2016-07-02T16:00:00+0000,105314739733
149,149,150,105314739733_10154474261474734,Congratulations,1,10154474261474734_10154476571209734,1.02064e+16,2016-07-02T16:00:00+0000,105314739733
150,150,151,105314739733_10154474261474734,hard work,1,10154474261474734_10154477936554734,9.05473e+14,2016-07-02T16:00:00+0000,105314739733
151,151,152,105314739733_10154474261474734,Congratss!!!!!,1,10154474261474734_10154479145269734,1.02084e+16,2016-07-02T16:00:00+0000,105314739733
152,152,153,105314739733_10154474261474734,Congrats,1,10154474261474734_10154479600999734,5.26957e+14,2016-07-02T16:00:00+0000,105314739733
153,153,154,105314739733_10154474261474734,Congrats Coop!!,1,10154474261474734_10154478954944734,1.01544e+16,2016-07-02T16:00:00+0000,105314739733
154,154,155,105314739733_10154474261474734,,0,10154474261474734_10154478002284734,1.58096e+15,2016-07-02T16:00:00+0000,105314739733
155,155,156,105314739733_10154474261474734,Nice Dominique Cooper. Keep it going!!!,1,10154474261474734_10154481192099734,1.02547e+15,2016-07-02T16:00:00+0000,105314739733
156,156,157,105314739733_10154474261474734,Great job Dominique Cooper!,2,10154474261474734_10154477770024734,1.01573e+16,2016-07-02T16:00:00+0000,105314739733
157,157,158,105314739733_10154474261474734,Knew you would Dominique Cooper,2,10154474261474734_10154478722114734,1.16387e+15,2016-07-02T16:00:00+0000,105314739733
158,158,159,105314739733_10154474261474734,"Just goes to show ...  "" YOU  CAN "" !!   Congratulations  !!!",0,10154474261474734_10154478001439734,1.58096e+15,2016-07-02T16:00:00+0000,105314739733
159,159,160,105314739733_10154474261474734,Congrats  Coop!!!!  I taught u well.  Lol.  Ì†ΩÌ∏âÌ†ΩÌ∏â,1,10154474261474734_10154479015219734,1.01645e+15,2016-07-02T16:00:00+0000,105314739733
160,160,161,105314739733_10154474257069734,No one is more deserving than LTC McNellis to lead a fine organization. Proud to have served with him through thick and thin and would do so again. A superb leader that truly leads by example. Congratulations on your new endeavor LTC McNellis!,4,10154474257069734_10154475215784734,9.48783e+14,2016-07-01T18:00:00+0000,105314739733
161,161,162,105314739733_10154474257069734,Congratulations Sir! I appreciate your leadership and mentorship!,0,10154474257069734_10154475111529734,1.01536e+16,2016-07-01T18:00:00+0000,105314739733
162,162,163,105314739733_10154474257069734,"YES!!!!! ""Your all rising stars Centurions""...never forget that. Awesome stuff!!!",3,10154474257069734_10154474834134734,1.0155e+16,2016-07-01T18:00:00+0000,105314739733
163,163,164,105314739733_10154474257069734,Outstanding officer coming to your formation. Congratulations.,0,10154474257069734_10154475332149734,1.56024e+15,2016-07-01T18:00:00+0000,105314739733
164,164,165,105314739733_10154474257069734,"Congrats sir!!! And congrats Greg Kleinholz,  LTC mcnellis is a great leader",1,10154474257069734_10154474762799734,1.01544e+16,2016-07-01T18:00:00+0000,105314739733
165,165,166,105314739733_10154474257069734,It's the 11th hour Centurions!!! Good to see great leaders commanding such a great organization! Congratulations sir,1,10154474257069734_10154475005919734,1.17295e+15,2016-07-01T18:00:00+0000,105314739733
166,166,167,105314739733_10154474257069734,Congratulations! U must be very proud. I got goose bumps and I don't even know him,1,10154474257069734_10154474579574734,1.01543e+16,2016-07-01T18:00:00+0000,105314739733
